Model	IEAP	IEAC	PEP
Hf1	140.911761493040757	418.457673621388608	51.394839744810433
Hf2	175.520118478857796	466.675056666595026	88.577872617178059
Mf	102.073482452386102	202.591078682098214	9.667201334623257
Hs1	428.910643221046143	2263.700258987852067	360.819291500381951
Hs2	198.103603520443414	567.180286824072368	112.841447655369834
Ms	93.075670036416142	148.028084755277717	0.000000000000000
