1.04E-06	2.24E-17
7.37E-07	2.25E-17
6.65E-07	9.11E-18
7.15E-07	2.34E-17
6.32E-07	9.23E-18
1.91E-06	4.65E-17
2.41E-06	9.22E-17
2.13E-06	1.08E-16
2.68E-06	2.07E-16
2.70E-06	1.58E-16
2.12E-06	7.97E-17
1.31E-06	2.25E-17
2.11E-06	7.89E-17
2.67E-06	1.52E-16
2.67E-06	1.02E-16
2.69E-06	1.04E-16
1.32E-06	1.49E-17
2.12E-06	5.31E-17
2.69E-06	1.04E-16
